Nome do jogador,Posição do jogador,Minutos jogados,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Javier Güemez,Meio-campista,570,1,1,2,1,0.8,0.8,0.7,1.6,5,41,23,0.16,0.16,0.32,0.16,0.32,0.13,0.12,0.25,0.25,15,5,33.3,2.37,0.79,0.07,0.2,24.4,0,0,0.06,0.2,0.2,259,314,82.5,4837,1457,109,121,90.1,114,130,87.7,31,48,64.6,0.3,0.3,5,40,8,1,304,8,6,1,8,5,259,15,2.37,12,1,0,1,0,1,2,0.32,2,0,0,0,0,0,16,9,6,10,0,9,14,64.3,5,6,0,6,7,23,5,0,379,10,73,228,80,10,379,5,2,40.0,3,60.0,233,982,380,5,2,286,6,34,3,5,37.5
Edgar Guerra,Defensor,724,0,1,1,0,0.3,0.3,1.4,1.7,22,22,49,0.0,0.12,0.12,0.0,0.12,0.04,0.17,0.21,0.21,10,2,20.0,1.24,0.25,0.0,0.0,22.6,0,0,0.03,-0.3,-0.3,234,307,76.2,4134,1387,108,125,86.4,96,124,77.4,25,41,61.0,0.8,-0.4,12,10,11,5,236,71,5,0,4,17,234,23,2.86,17,1,4,1,0,0,2,0.25,1,0,1,0,0,0,24,14,16,6,2,15,25,60.0,10,8,1,7,6,30,8,1,404,16,121,146,142,16,404,34,14,41.2,19,55.9,217,1612,932,20,6,224,12,41,0,3,0.0
Carlos Guillen,Meio-campista,211,0,0,0,0,0.1,0.1,0.4,0.5,5,14,11,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.21,0.21,3,0,0.0,1.28,0.0,0.0,0.0,19.8,0,0,0.04,-0.1,-0.1,89,108,82.4,1292,407,49,53,92.5,30,33,90.9,7,11,63.6,0.3,-0.4,5,12,4,1,99,8,2,0,1,9,89,13,5.55,8,4,0,0,0,1,0,0.0,0,0,0,0,0,0,6,5,0,3,3,3,6,50.0,3,3,1,2,0,6,1,0,141,0,6,68,67,9,141,8,2,25.0,6,75.0,96,466,195,3,3,100,3,10,2,1,66.7
Daniel Guillén,Defensor,147,1,0,1,1,0.4,0.4,0.0,0.4,0,7,1,0.61,0.0,0.61,0.61,0.61,0.22,0.0,0.22,0.22,2,1,50.0,1.22,0.61,0.5,1.0,9.3,0,0,0.18,0.6,0.6,74,85,87.1,1486,482,18,19,94.7,48,52,92.3,7,12,58.3,0.0,0.0,0,5,0,0,83,2,2,0,1,0,74,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,100.0,0,3,3,0,2,3,3,0,96,12,51,42,3,2,96,0,0,0.0,0,0.0,47,292,152,0,0,66,1,7,6,3,66.7
Emanuel Gularte,Defensor,885,0,0,0,0,0.4,0.4,0.1,0.5,4,20,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,7,0,0.0,0.71,0.0,0.0,0.0,11.5,0,0,0.06,-0.4,-0.4,292,388,75.3,6063,2555,90,107,84.1,158,180,87.8,43,89,48.3,0.1,-0.1,2,25,1,0,365,21,8,0,6,6,292,6,0.61,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,14,10,10,4,0,7,11,63.6,4,9,4,5,16,30,57,0,503,72,257,222,27,9,503,9,4,44.4,5,55.6,252,1176,636,3,1,286,9,37,21,15,58.3
Alexis Gutiérrez,Meio-campista,649,1,1,2,1,0.5,0.5,1.4,1.9,19,29,33,0.14,0.14,0.28,0.14,0.28,0.07,0.19,0.26,0.26,7,4,57.1,0.97,0.55,0.14,0.25,20.5,0,0,0.07,0.5,0.5,199,244,81.6,3310,864,92,95,96.8,87,99,87.9,15,37,40.5,1.7,-0.4,13,16,7,0,213,30,8,1,2,27,199,31,4.3,24,5,1,1,0,0,5,0.69,4,1,0,0,0,0,10,8,3,5,2,3,11,27.3,8,5,0,5,6,16,3,0,313,3,21,167,129,16,313,13,5,38.5,7,53.8,166,934,415,16,2,222,11,23,4,7,36.4
Luis Gutiérrez Castellanos,Meio-campista,356,0,1,1,0,0.0,0.0,0.3,0.4,2,2,2,0.0,0.25,0.25,0.0,0.25,0.0,0.09,0.09,0.09,1,0,0.0,0.25,0.0,0.0,0.0,28.8,0,0,0.01,0.0,0.0,127,145,87.6,2173,562,60,66,90.9,54,57,94.7,9,11,81.8,0.1,0.7,3,9,1,1,130,14,12,0,3,2,127,6,1.52,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,4,3,0,4,0,2,8,25.0,6,5,1,4,5,9,4,0,181,9,48,112,22,0,181,3,0,0.0,3,100.0,102,379,125,1,0,111,9,13,2,3,40.0
Edson Gutiérrez,Defensor,433,0,0,0,0,0.0,0.0,0.2,0.2,2,14,27,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.05,1,0,0.0,0.21,0.0,0.0,0.0,34.4,0,0,0.02,0.0,0.0,192,239,80.3,2922,862,104,117,88.9,71,81,87.7,12,29,41.4,0.3,-0.2,4,15,4,4,192,47,4,0,2,16,192,9,1.87,6,0,0,0,2,1,2,0.42,0,0,0,0,1,1,17,9,11,6,0,12,14,85.7,2,7,1,6,6,23,9,0,290,9,77,126,88,5,290,3,1,33.3,1,33.3,136,532,171,9,0,166,5,19,5,4,55.6
Erick Gutiérrez,Meio-campista,759,0,1,1,0,0.9,0.9,1.2,2.1,9,49,20,0.0,0.12,0.12,0.0,0.12,0.11,0.14,0.25,0.25,11,2,18.2,1.3,0.24,0.0,0.0,23.0,0,0,0.08,-0.9,-0.9,357,426,83.8,6259,1896,168,182,92.3,157,180,87.2,30,41,73.2,1.1,-0.2,12,47,10,0,413,9,8,4,6,6,357,17,2.02,14,0,1,1,0,1,1,0.12,1,0,0,0,0,0,31,18,4,22,5,11,19,57.9,8,6,4,2,10,41,12,0,523,10,90,354,88,9,523,7,3,42.9,3,42.9,323,1285,651,16,0,359,11,40,11,7,61.1
Víctor Guzmán,Meio-campista,194,0,1,1,0,0.4,0.4,0.8,1.2,3,13,14,0.0,0.46,0.46,0.0,0.46,0.18,0.38,0.56,0.56,6,1,16.7,2.78,0.46,0.0,0.0,22.8,3,0,0.07,-0.4,-0.4,87,111,78.4,1551,492,40,44,90.9,35,42,83.3,10,21,47.6,0.4,0.2,7,8,3,2,94,17,8,0,2,13,87,16,7.42,8,4,0,3,1,0,1,0.46,0,0,0,1,0,0,2,1,0,2,0,2,2,100.0,0,4,1,3,2,4,3,0,141,3,14,78,51,7,141,2,0,0.0,2,100.0,67,263,127,2,1,93,6,12,2,6,25.0
Víctor Guzmán,Defensor,629,0,0,0,0,0.0,0.0,0.1,0.1,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,329,378,87.0,6535,2539,100,116,86.2,198,213,93.0,29,45,64.4,0.2,-0.1,1,29,2,0,363,15,8,0,4,0,329,4,0.57,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,16,11,9,7,0,10,12,83.3,2,4,2,2,13,29,18,0,441,44,206,229,9,1,441,0,0,0.0,0,0.0,242,1105,615,0,0,287,2,19,13,9,59.1
Helinho,Atacante,108,1,0,1,1,0.4,0.4,0.1,0.5,9,4,13,0.83,0.0,0.83,0.83,0.83,0.3,0.09,0.38,0.38,6,1,16.7,5.0,0.83,0.17,1.0,23.6,1,0,0.06,0.6,0.6,42,60,70.0,643,88,22,26,84.6,18,20,90.0,1,9,11.1,0.1,-0.1,2,6,1,0,54,5,0,0,0,6,42,2,1.67,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,0,2,0,0,1,2,50.0,1,0,0,0,2,4,0,0,79,0,6,36,37,4,79,6,3,50.0,3,50.0,46,395,203,3,2,65,3,2,1,0,100.0
Diego Hernández,Meio-campista,393,0,2,2,0,0.2,0.2,1.7,2.0,9,14,28,0.0,0.46,0.46,0.0,0.46,0.05,0.4,0.45,0.45,8,3,37.5,1.83,0.69,0.0,0.0,27.2,1,0,0.03,-0.2,-0.2,121,173,69.9,2414,838,49,61,80.3,47,65,72.3,22,40,55.0,1.1,0.3,15,12,7,4,140,33,10,2,2,29,121,24,5.5,11,9,1,2,1,0,2,0.46,2,0,0,0,0,0,6,5,4,1,1,2,5,40.0,3,2,0,2,3,9,1,0,227,1,19,100,112,7,227,11,4,36.4,7,63.6,132,742,305,8,1,153,9,18,2,6,25.0
Illian Hernandez,Atacante,39,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,9,66.7,86,14,2,3,66.7,3,3,100.0,0,1,0.0,0.0,0.0,0,0,1,0,9,0,0,0,0,2,6,1,2.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,11,0,0,3,8,1,11,0,0,0.0,0,0.0,9,33,9,0,0,7,0,2,0,2,0.0
Javier Hernández,Atacante,290,0,1,1,0,0.7,0.7,0.8,1.6,2,3,8,0.0,0.31,0.31,0.0,0.31,0.23,0.26,0.49,0.49,3,1,33.3,0.93,0.31,0.0,0.0,7.2,0,0,0.25,-0.7,-0.7,29,39,74.4,628,120,12,15,80.0,9,12,75.0,7,10,70.0,0.7,0.2,5,2,2,1,32,6,0,0,2,4,29,5,1.55,5,0,0,0,0,0,1,0.31,1,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,2,0,55,2,4,27,24,6,55,1,0,0.0,1,100.0,38,160,59,0,1,47,4,1,2,3,40.0
Jesús Hernández,Atacante,169,0,0,0,0,0.0,0.0,0.0,0.1,3,10,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.03,1,0,0.0,0.53,0.0,0.0,0.0,22.8,0,0,0.02,0.0,0.0,33,54,61.1,510,207,17,20,85.0,13,18,72.2,2,13,15.4,0.1,0.0,2,4,0,0,46,8,2,0,1,12,33,5,2.66,2,1,1,0,1,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,1,2,50.0,1,2,0,2,0,2,0,0,79,0,5,35,42,1,79,5,1,20.0,4,80.0,50,282,116,4,0,51,4,14,0,1,0.0
Pedro Hernández,Meio-campista,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
Sebastián Hernández,Meio-campista,285,0,0,0,0,0.1,0.1,0.1,0.2,2,4,11,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.07,3,1,33.3,0.95,0.32,0.0,0.0,17.6,0,0,0.05,-0.1,-0.1,54,74,73.0,977,295,22,27,81.5,23,29,79.3,7,12,58.3,0.2,-0.1,1,3,3,0,63,11,2,0,0,4,54,5,1.58,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,13,9,9,4,0,7,9,77.8,2,2,1,1,4,17,8,0,123,14,40,54,32,5,123,9,5,55.6,3,33.3,59,252,82,2,2,60,1,9,2,7,22.2
Sergio Hernandez,Meio-campista,342,2,2,4,2,1.2,1.2,1.0,2.1,11,9,25,0.53,0.53,1.05,0.53,1.05,0.3,0.25,0.56,0.56,4,4,100.0,1.05,1.05,0.5,0.5,14.8,0,0,0.29,0.8,0.8,74,105,70.5,1143,294,41,48,85.4,23,33,69.7,6,11,54.5,1.1,1.0,6,7,5,1,94,11,0,0,0,11,74,8,2.11,5,1,2,0,0,0,4,1.06,2,0,2,0,0,0,4,2,1,1,2,0,5,0.0,5,5,1,4,2,6,2,0,159,1,21,66,79,16,159,22,11,50.0,11,50.0,93,709,311,4,8,98,2,18,0,2,0.0
Alberto Herrera,Meio-campista,592,0,0,0,0,0.3,0.3,0.4,0.7,1,21,18,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.1,11,3,27.3,1.67,0.46,0.0,0.0,28.9,0,0,0.03,-0.3,-0.3,158,217,72.8,2745,879,75,88,85.2,60,77,77.9,18,38,47.4,0.4,-0.4,10,23,5,2,197,20,4,0,7,21,158,16,2.43,9,5,0,2,0,0,1,0.15,0,1,0,0,0,0,12,6,3,5,4,4,13,30.8,9,6,1,5,5,17,4,0,274,6,43,149,85,1,274,9,5,55.6,3,33.3,145,543,219,7,1,167,3,25,2,14,12.5
Ozziel Herrera,Atacante,500,3,0,3,2,1.7,0.9,0.7,1.7,16,23,50,0.54,0.0,0.54,0.36,0.36,0.31,0.13,0.44,0.3,12,3,25.0,2.16,0.54,0.17,0.67,18.2,0,1,0.08,1.3,1.1,112,154,72.7,1819,539,58,70,82.9,42,54,77.8,7,14,50.0,0.5,-0.7,8,20,6,1,150,3,1,0,1,16,112,19,3.42,13,0,1,0,5,0,2,0.36,1,0,0,0,1,0,5,1,0,4,1,1,7,14.3,6,5,0,5,3,8,5,0,237,6,38,98,105,20,236,25,8,32.0,16,64.0,160,1013,428,9,3,180,18,25,5,3,62.5
César Huerta,Atacante,753,2,2,4,1,2.9,1.3,2.4,3.7,40,47,85,0.24,0.24,0.48,0.12,0.36,0.34,0.28,0.63,0.44,21,7,33.3,2.51,0.84,0.05,0.14,18.8,0,2,0.06,-0.9,-0.3,228,308,74.0,3912,1143,109,126,86.5,87,112,77.7,25,46,54.3,2.2,-0.4,19,22,18,5,269,35,8,0,5,39,228,48,5.74,27,6,4,3,7,1,3,0.36,1,1,0,1,0,0,22,16,6,9,7,9,20,45.0,11,11,1,10,2,24,2,0,445,2,39,169,250,54,443,53,19,35.8,29,54.7,295,2246,1159,27,21,313,22,45,5,6,45.5
Rodrigo Huescas,Defensor,90,0,0,0,0,0.1,0.1,0.0,0.1,1,5,8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,2,1,50.0,2.0,1.0,0.0,0.0,21.8,0,0,0.03,-0.1,-0.1,39,43,90.7,578,180,24,24,100.0,14,17,82.4,1,1,100.0,0.0,0.0,0,6,0,0,37,6,0,0,0,2,39,3,3.0,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,2,0,0,0.0,0,0,0,0,0,2,1,0,50,2,9,24,18,1,50,0,0,0.0,0,0.0,23,134,53,1,0,34,0,7,1,0,100.0
Avilés Hurtado,Atacante,335,1,0,1,0,1.2,0.4,0.4,0.8,14,28,38,0.27,0.0,0.27,0.0,0.0,0.33,0.1,0.43,0.22,6,0,0.0,1.61,0.0,0.0,0.0,16.1,0,1,0.07,-0.2,-0.4,91,127,71.7,1629,585,38,47,80.9,40,49,81.6,10,20,50.0,0.5,-0.4,8,17,8,1,122,5,0,0,1,10,91,16,4.31,13,0,0,2,0,1,1,0.27,0,0,0,1,0,0,4,2,1,2,1,3,8,37.5,5,1,0,1,1,5,0,0,161,1,12,76,75,18,160,12,5,41.7,6,50.0,118,648,385,10,3,125,6,6,1,5,16.7
Nicolás Ibáñez,Atacante,438,2,0,2,2,2.5,2.5,0.2,2.6,6,6,28,0.41,0.0,0.41,0.41,0.41,0.51,0.03,0.54,0.54,14,3,21.4,2.88,0.62,0.14,0.67,14.4,0,0,0.18,-0.5,-0.5,61,91,67.0,814,152,34,42,81.0,21,31,67.7,1,5,20.0,0.4,-0.2,4,2,2,0,86,5,0,0,0,10,61,11,2.27,9,0,0,1,1,0,1,0.21,1,0,0,0,0,0,2,2,0,1,1,2,4,50.0,2,3,0,3,0,2,4,0,125,4,6,53,67,27,125,6,3,50.0,3,50.0,69,374,139,2,4,88,3,7,15,18,45.5
Oussama Idrissi,Atacante,531,0,1,1,0,0.2,0.2,0.5,0.6,22,39,55,0.0,0.17,0.17,0.0,0.17,0.03,0.08,0.11,0.11,5,0,0.0,0.85,0.0,0.0,0.0,29.0,0,0,0.04,-0.2,-0.2,230,294,78.2,4934,1153,98,116,84.5,83,102,81.4,49,64,76.6,0.7,0.5,13,18,15,1,267,26,5,1,17,19,230,27,4.58,15,5,4,0,3,0,3,0.51,1,1,1,0,0,0,11,7,5,4,2,4,7,57.1,3,13,0,13,3,14,1,0,373,3,38,179,161,17,373,32,20,62.5,11,34.4,226,1558,796,21,7,282,17,29,1,5,16.7
Hugo Isaác Rodríguez,Defensor,56,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,20,26,76.9,385,128,5,7,71.4,15,15,100.0,0,2,0.0,0.0,0.0,0,0,0,0,25,0,0,0,0,0,20,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0,32,5,20,12,0,0,32,0,0,0.0,0,0.0,15,78,22,0,0,21,0,2,1,0,100.0
Omar Israel Mendoza,Defensor,777,0,0,0,0,0.1,0.1,0.6,0.6,9,38,20,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.07,0.07,2,1,50.0,0.23,0.12,0.0,0.0,17.9,0,0,0.03,-0.1,-0.1,261,371,70.4,4895,2250,105,119,88.2,124,160,77.5,26,70,37.1,0.4,-0.6,6,34,4,4,306,64,7,1,3,17,261,9,1.04,8,1,0,0,0,0,0,0.0,0,0,0,0,0,0,23,17,15,7,1,11,15,73.3,4,14,9,5,12,35,34,0,486,40,154,264,69,5,486,5,2,40.0,3,60.0,195,937,421,5,3,229,7,31,8,10,44.4
Tahiel Jiménez,Atacante,120,1,0,1,1,0.2,0.2,0.0,0.2,1,5,3,0.75,0.0,0.75,0.75,0.75,0.12,0.02,0.15,0.15,3,1,33.3,2.25,0.75,0.33,1.0,18.2,0,0,0.05,0.8,0.8,15,18,83.3,207,75,9,12,75.0,5,5,100.0,1,1,100.0,0.0,0.0,1,2,1,0,17,1,0,0,0,0,15,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,33,0,0,25,8,2,33,4,1,25.0,3,75.0,22,183,50,1,0,25,0,5,3,6,33.3
Joaquim,Defensor,532,0,1,1,0,0.3,0.3,0.2,0.6,5,21,1,0.0,0.17,0.17,0.0,0.17,0.05,0.04,0.09,0.09,5,0,0.0,0.85,0.0,0.0,0.0,10.5,0,0,0.06,-0.3,-0.3,216,268,80.6,4790,1729,41,48,85.4,143,159,89.9,31,57,54.4,0.3,0.8,2,16,3,0,259,9,9,0,2,0,216,2,0.34,1,0,0,1,0,0,1,0.17,1,0,0,0,0,0,10,8,8,2,0,4,5,80.0,1,5,4,1,4,14,26,0,327,35,163,141,26,12,327,2,1,50.0,1,50.0,177,1163,769,7,0,204,4,22,19,16,54.3
Juan José Sánchez,Meio-campista,6,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,4,50.0,60,21,0,1,0.0,1,1,100.0,1,2,50.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,7,1,2,5,0,0,7,0,0,0.0,0,0.0,4,31,0,0,0,3,0,1,0,0,0.0
José Juan Macías,Atacante,44,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,6,100.0,123,41,1,1,100.0,4,4,100.0,1,1,100.0,0.0,0.0,0,1,1,0,5,1,0,0,0,0,6,1,2.05,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,2,0,15,1,3,6,6,1,15,3,1,33.3,2,66.7,7,46,24,0,1,11,1,1,1,1,50.0
Ramón Juárez,Defensor,670,1,0,1,1,0.4,0.4,0.2,0.6,7,29,0,0.13,0.0,0.13,0.13,0.13,0.05,0.03,0.09,0.09,9,4,44.4,1.21,0.54,0.11,0.25,17.3,0,0,0.04,0.6,0.6,335,382,87.7,6145,2811,125,136,91.9,174,181,96.1,31,52,59.6,0.1,-0.2,3,34,0,0,374,8,8,0,2,0,335,5,0.67,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,7,4,4,3,0,7,13,53.8,6,4,3,1,10,17,23,0,447,42,203,227,18,7,447,1,1,100.0,0,0.0,289,1612,847,4,0,312,3,18,19,11,63.3
Heriberto Jurado,Atacante,383,0,0,0,0,0.1,0.1,0.9,1.0,11,7,24,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.24,0.24,2,0,0.0,0.47,0.0,0.0,0.0,18.9,0,0,0.03,-0.1,-0.1,79,105,75.2,1173,346,49,57,86.0,22,28,78.6,6,12,50.0,1.1,-0.9,7,5,7,5,95,10,3,0,1,23,79,15,3.52,9,3,2,1,0,0,2,0.47,0,2,0,0,0,0,5,4,3,2,0,1,3,33.3,2,3,0,3,4,9,5,0,141,0,22,63,62,5,141,13,10,76.9,3,23.1,92,608,285,8,2,96,2,14,1,5,16.7
Mateo Klimowicz,Meio-campista,308,2,0,2,2,0.6,0.6,0.7,1.2,9,9,15,0.58,0.0,0.58,0.58,0.58,0.17,0.19,0.36,0.36,10,4,40.0,2.92,1.17,0.2,0.5,21.1,0,0,0.06,1.4,1.4,64,89,71.9,955,253,38,47,80.9,23,27,85.2,2,7,28.6,0.3,-0.7,4,9,3,0,88,1,0,0,2,1,64,11,3.21,6,0,3,1,1,0,1,0.29,0,0,1,0,0,0,6,4,3,3,0,1,3,33.3,2,3,0,3,0,6,1,0,146,0,15,75,58,9,146,19,10,52.6,7,36.8,94,599,328,9,2,111,9,16,2,0,100.0
Roberto de la Rosa,Atacante,180,0,1,1,0,0.2,0.2,0.7,0.8,5,9,11,0.0,0.5,0.5,0.0,0.5,0.08,0.33,0.41,0.41,3,0,0.0,1.5,0.0,0.0,0.0,19.9,0,0,0.05,-0.2,-0.2,39,51,76.5,738,140,17,24,70.8,15,17,88.2,6,6,100.0,0.5,0.3,1,5,3,0,50,0,0,0,1,0,39,5,2.5,5,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,2,0,2,0,0,0,0,67,0,1,42,25,7,67,3,0,0.0,3,100.0,46,219,117,5,1,56,4,5,1,1,50.0
Diego Lainez,Atacante,263,0,2,2,0,0.1,0.1,1.4,1.6,12,17,36,0.0,0.68,0.68,0.0,0.68,0.05,0.49,0.54,0.54,3,0,0.0,1.03,0.0,0.0,0.0,20.1,0,0,0.05,-0.1,-0.1,84,120,70.0,1460,429,43,50,86.0,32,42,76.2,8,17,47.1,0.9,0.6,12,5,6,2,110,10,3,0,2,26,84,21,7.19,11,4,2,2,2,0,3,1.03,1,1,0,0,1,0,3,1,2,1,0,2,5,40.0,3,1,0,1,0,3,1,0,148,1,10,55,87,6,148,14,5,35.7,9,64.3,101,803,375,6,4,117,7,10,1,3,25.0
Mauro Laínez,Meio-campista,124,0,0,0,0,0.0,0.0,0.2,0.2,20,4,28,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.18,0.18,1,0,0.0,0.73,0.0,0.0,0.0,29.1,0,0,0.02,0.0,0.0,64,90,71.1,1035,141,30,34,88.2,34,48,70.8,0,5,0.0,0.5,-0.2,1,5,2,2,79,11,0,0,0,22,64,2,1.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,4,2,1,1,2,2,100.0,0,0,0,0,1,5,1,0,110,1,7,37,67,3,110,7,3,42.9,4,57.1,66,766,447,9,3,76,1,7,1,0,100.0
Emilio Lara,Defensor,59,0,0,0,0,0.0,0.0,0.0,0.0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,29,38,76.3,291,131,24,29,82.8,2,4,50.0,0,1,0.0,0.0,0.0,0,2,0,0,35,3,0,0,0,1,29,1,1.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,2,0,2,1,2,3,0,45,3,20,18,7,0,45,0,0,0.0,0,0.0,25,138,97,2,0,27,0,2,0,0,0.0
